,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
168,Nordrhein_Westfalen,150.0,central_heating,ONE_YEAR_FREE,,False,True,34,6.85,40.0,1860.0,1953.0,109986292,,gas,False,Nordrhein_Westfalen,True,2.0,1620.0,21,136.0,Münster,first_time_use_after_refurbishment,sophisticated,no,Augustastra&szlig;e,Augustastraße,False,8,apartment,48153,4.0,,3.0,5.0,4,False,6,Münster,Schützenhof,"Diese großzügig aufgeteilte Wohnung befindet sich im 3. OG und besticht mit ihrem Zuschnitt und Blick auf den Südpark. Bestehend aus 4 Wohn-/ bzw. Schlafräume, eine große Wohnküche, eine Diele, ein Badezimmer, ein Gäste-WC und ein Balkon, welcher zum Garten ausgerichtet ist. Zudem gehört ein separater Kellerraum zu dem Wohnungsangebot.",Das Mehrfamilienhaus ist vollständig saniert und die Wohnung wird vollständig renoviert übergeben. In den Wohnräumen ist ein hochwertiger Laminatboden (Eiche) ausgelegt und das Badezimmer ist hell gefliest. Wände und Decken sind tapeziert und weiß gestrichen. Die Fenster verfügen über eine 3-fach Isolierverglasung. In jedem Wohn-/ bzw. Schlafzimmer und in der Küche ist jeweils ein Sat-Anschluss vorhanden. Der zur Rückseite des Hauses ausgelegte Balkon läd zum Verweilen ein.,90.0,,2018.0,,,May19,1463.8904,3.0
169,Nordrhein_Westfalen,100.0,central_heating,ONE_YEAR_FREE,,False,True,2,4.77,40.0,400.0,1995.0,115555419,1.0,gas,False,Nordrhein_Westfalen,True,5.0,260.0,5,27.0,Münster,well_kept,normal,no,Hoffmann-von-Fallersleben-Weg,Hoffmann-von-Fallersleben-Weg,False,1,apartment,48165,1.0,165.85,2.0,3.0,1,False,1,Münster,Hiltrup_West,Das Appartement liegt in einer ruhigen Wohnanlage,Die Bodenbeläge sind mit einem Laminatfussboden ausgestattet. In der Diele befindet sich eine funktionelle Singelküche und ein Einbauschrank.Das Duschbad ist weiß gefliest und innenliegend .,,NO_INFORMATION,,,,Feb20,290.6253,0.0
170,Nordrhein_Westfalen,150.0,central_heating,ONE_YEAR_FREE,,False,True,15,5.94,40.0,1800.0,1934.0,78166650,,gas,True,Nordrhein_Westfalen,False,1.0,1450.0,,127.5,Münster,refurbished,sophisticated,no,no_information,,False,7,apartment,48149,4.0,131.0,1.0,4.0,4,False,6,Münster,Kreuzviertel,"4 Zimmer Wohnung in freistehendem roten Backsteinhaus. Die Wohnung befindet sich im 1.OG.eine weitere Wohnung befindet im Dachgeschoß mit 3 Zimmern eines Hauses, mit 4 Wohneinheiten ohne Aufzug.Siehe auch unter Sonstiges! Sie können sich die Wohnung auch vorab als 360 Grad Rundgang unter folgendem Link anschauen. http://matthiashoebink.de/360-Grad/Haverkamp-FW/Bomberg/index.html","Die Wohnung hat ein Tageslichtbad mit Wanne,Dusche 120/90,WC. und Bidet, sowie ein Gäste-WC. jeweils mit Fußbodenheizung. Die Wohnung verfügt in den Wohnräumen und der großzügigen Diele über einen Parkettboden. Die Wohnung verfügt über einen kleinen Balkon der über das Badezimmer erreichbar ist.",200.0,E,2012.0,90.76,0.1915,Sep18,1372.39725,4.0
171,Nordrhein_Westfalen,171.0,,,,True,False,12,5.51,,1154.0,2019.0,110762269,,,False,Nordrhein_Westfalen,True,9.0,911.0,28,71.13,Münster,,,,Regina-Protmann-Stra&szlig;e,Regina-Protmann-Straße,True,6,apartment,48159,2.5,,2.0,3.0,2,False,3,Münster,Kinderhaus_Ost,"- Verteilt auf vierzehn Gebäude mit drei- und viergeschossiger Bauweise - 161 hochwertige und barrierearme Wohnungen in vier Bauabschnitten - klar strukturierte Grundrisse - 2,5- bis 4,5-Raum-Wohnungen variieren zwischen ca. 55 und 102 m² - Sowohl Singles als auch Paare aller Altersgruppen sowie Familien sind angesprochen - Energieeffiziente Bauweise nach KfW 55-Standard - Tiefgaragen- und/oder Außenstellplätze stehen zur Verfügung Bezugsfertig zum 01.10.2019 Auf Grund der vorzeitigen Fertigstellung liegt noch kein Energieausweis vor. Dieser wird jedoch kurzfristig nachgereicht. Kontaktieren Sie uns auch über den Messenger auf Ihrem Smartphone. Schreiben Sie uns die Objekt-ID „110057-6-M“ in WhatsApp an 0151 7277 7077, in Telegram an VivawestWohnen oder in Threema an *VVWCHAT.",Moderne und Stilvolle Ausstattung mit: - stufenlosem Zugang zu allen Wohnungen und Kellern durch einen Aufzug im Haus - hochwertigem Echtholzparkettfußboden in allen Wohn- und Schlafräumen - weiß gestrichenen Raufasertapeten in allen Räumen - großzügigen Terrassen- oder Balkonflächen - dreifach isolierverglasten Fenster - elektrischen Rollläden an allen Fensterflächen in der gesamten Wohnung - Videogegensprechanlage - überwiegend bodentiefen Fenster - regulierbarer Fußbodenheizung in allen Räumen - hochwertiger Sanitärausstattung mit ebenerdiger Dusche und/oder Badewanne - Waschmaschinenanschluss in jeder Wohnung - Separatem Kellerbereich,72.0,,,,,May19,765.6362069999999,3.0
172,Nordrhein_Westfalen,180.0,district_heating,ONE_YEAR_FREE,,False,True,1,5.07,40.0,778.0,,114309596,1.0,,False,Nordrhein_Westfalen,True,,598.0,8,65.75,Münster,,normal,no,Geiststra&szlig;e,Geiststraße,True,4,ground_floor,48151,2.0,,0.0,4.0,2,False,3,Münster,Josefsviertel,"Diese ansprechende Erdgeschosswohnung kann ab sofort bezogen werden. Neben zwei einladenden Zimmern zählen zu dem Objekt ein Badezimmer sowie ein separates Gäste-WC. Ein aktueller Energieausweis liegt vor. Beachten Sie auch, dass sich auf dem Terrasse wunderbar vom Alltag erholen lässt. Zur Verfügung ein Kellerraum und optional ein Tiefgaragenstellplatz. Prizipalmarkt und Aasee sind in der direkten Umgebung und zu Fuß bequem zu erreichen.",,,,,,,Feb20,707.726425,3.0
173,Nordrhein_Westfalen,200.0,wood_pellet_heating,ONE_YEAR_FREE,,False,True,9,4.57,40.0,1400.0,,113488973,1.0,,True,Nordrhein_Westfalen,True,,1200.0,92,87.0,Münster,,,negotiable,Mondstr.,Mondstr.,True,7,ground_floor,48155,3.0,,0.0,2.0,3,True,4,Münster,Mauritz_Ost,"Diese wunderschöne EG-Wohnung in einem 8-Parteien-Neubau kann ab sofort bezogen werden. Zu der Wohnung zählen 2 Schlafzimmer und ein großer, offener Wohn-Ess-Küchenbereich. Es gibt elektrische Jalousien an allen bodentiefen Fenstern.  Die Einbauküche wird von Ihnen übernommen. Das Tageslichtbad ist mit begehbarer Dusche, großer Badewanne, WaMa-Anschluss, Handtuchtrockner und Fußbodenheizung perfekt ausgestattet. Das Objekt ist barrierefrei und aus der TG bequem über einen Fahrstuhl zu erreichen. Eine Besonderheit ist, dass es nicht nur den Gartenbereich mit überdachter Terrasse gibt, der ausschließlich zur Wohnung gehört, sondern auch einen kleinen Spielplatz (Gemeinschaftsnutzung) direkt vor dem Haus. Es gibt einen Stellplatz für Ihr Auto in der TG und einen Kellerraum. Die Vorauszahlung auf die Nebenkosten beruht auf einem geschätzten Verbrauch wird nach der ersten Jahresrechnung ggfs. angepasst. Lage: Citynah + mitten in der Natur Bäcker, Supermarkt, Hofladen fußläufig erreichbar Apotheke, Sparkasse, Wäscherei, Friseur, Ärzte, alles ""nebenan"" Bhf (3,5km) Am Kanal entlang zum Hafen (3,5km) Bushaltestelle vor der Tür (Linie 10, 11, 14) Ideale Lage für Pendler - über die B51 (in 1km) schnell auf der Autobahn Am Naherholungsgebiet Werse (Kanu, Minigolf, ausgedehnte Spaziergänge) Pleistermühle, Freibad + Hallenbad in nur 5 Fahrradminuten erreichen Der Reitverein, Fußballplätze, Tennisverein, Ruderclub, Veranstaltungsort Bennohaus, Spielplätze, Kindergarten und Grundschule in direkter Nachbarschaft Ein schönes Zuhause für Singles, Paare oder eine kleine Familie. Übernahme der Küche für 1.500 €. Anfragen bitte mit vollständigen Kontaktdaten, Schufa-/Bonitätsauskunft, Mieterselbstauskunft, Kopien Personalausweise, Vorvermieterbescheinigung o.ä.",,,,,,,Oct19,936.4593,3.0
174,Nordrhein_Westfalen,250.0,gas_heating,ONE_YEAR_FREE,,False,True,14,4.97,40.0,1140.0,1984.0,110245012,,gas,False,Nordrhein_Westfalen,False,4.0,890.0,60,87.3,Münster,mint_condition,sophisticated,no,Dirk-von-Merveldt Stra&szlig;e,Dirk-von-Merveldt_Straße,False,6,apartment,48167,3.0,,1.0,2.0,3,True,4,Münster,Wolbeck,"Die Wohnung befindet sich mitten im Zentrum von Wolbeck in einem Mehrfamilienhaus. Das Objekt wurde 2013/14 aufwendig saniert. Eine Bushaltestelle befindet sich direkt gegenüber vom Haus. Münster Innenstadt ist im 20 Minuten Trakt zu erreichen. Ein aktueller Energieausweis liegt vor. Besonders hervorzuheben ist, dass es nicht nur eine Loggia gibt, sondern Sie sich auch im Garten aufhalten können.","Die Wohnung ist komplett mit einem Design Fußboden (helle Eiche) verlegt worden. Die Wohnung verfügt über 3 attraktive Zimmer und einer schönen Loggia mit Blick in den Garten. Das moderne Bad mit Fenster und Glaswand Dusche ist komplett ausgestattet (großer Spiegel mit integrierter Beleuchtung, Handtuchhalter, Ablageflächen für Kosmetika ect.) Im Hauswirtschaftsraum kann eine Waschmaschine angeschlossen werden.",,,2015.0,,,Oct19,939.68847,6.0
175,Nordrhein_Westfalen,165.0,combined_heat_and_power_plant,ONE_YEAR_FREE,,True,False,8,5.01,40.0,1070.0,2019.0,115674358,0.0,combined_heat_and_power_fossil_fuels,False,Nordrhein_Westfalen,True,9.0,905.0,21,64.34,Münster,first_time_use,sophisticated,no,Schaumburgstra&szlig;e,Schaumburgstraße,True,6,apartment,48145,2.0,,2.0,4.0,2,True,3,Münster,Mauritz_West,"Elegante 64m² Wohnung im 2. Obergeschoss in einem 2018/2019 erstellten Neubau mit 13 Wohneinheiten in der Schaumburgstraße. Dieser Neubau eines eleganten Stadthauses, zeichnet sich durch einen kompakten aber auch zugleich großzügigen Baukörper mit sehr guter Bauausführung und modernsten Baumaterialien, sowie hochwertiger Haustechnik aus. Das Haus verfügt über einen Aufzug vom Keller bis zum 3. Obergeschoss. Zur Dachgeschosswohnung muss eine Etage per Treppe zurückgelegt werden. Jede Wohneinheit besticht durch ihren klaren und praktischen Grundriss sowie durch ihren hohen Wohn- und Lebenswert.",In der gesamten Wohnung Vinylboden in Holzoptik und die Bäder mit anthrazitfarbenen Fliesen. Waschmaschinenstellplatz im Bad. Elektrische Rollläden. Gegensprechanlage.,,,2019.0,,,Feb20,692.5493260000001,5.0
176,Nordrhein_Westfalen,72.0,electric_heating,ONE_YEAR_FREE,,False,True,17,5.46,40.0,432.0,,111307643,,,True,Nordrhein_Westfalen,True,,360.0,,38.0,Münster,,,no,no_information,,False,2,ground_floor,48161,1.0,,,,1,False,1,Münster,Nienberge,"Nachmieter gesucht zum 15.6.2019 Studenten mit Elternbürgschaft können sich gern bewerben. Bei dieser ansprechenden Immobilie handelt es sich um eine Wohnung in der ersten Etage. Zu der Wohnung zählt ein großes, lichtdurchflutetes Zimmer. Eine kleine Einbauküche in einem separatem Raum. Ein Badezimmer mit Badewanne und Waschmaschinenanschluss und einem kleinen Abstellraum/ Garderobe. Der Boden ist mit pflegeleichtem Laminat ausgelegt. Weiterhin gibt es einen geräumigen Kellerraum und einen Tiefgaragenstellplatz (welche beide zur Wohnung gehören) Es gibt auch die Möglichkeit eine Gemeinschaftswaschküche zu nutzen, dort kann man mit Wertmarken waschen oder auch trocknen. Die Terrasse ist mit einer Markise und Bewegungsmelder ausgestattet. Diese soll, zusammen mit der Einbauküche und einem stabilen Kellerregal von Nachmieter übernommen werden. Als Abstandszahlung für die Markise, den Bewegungsmelder, und das Kellerregal, beläuft sich auf insgesamt 210€. Es gibt einen Wohnungsverwalter, der sich um Fragen und Belange kümmert und einen Hausmeisterservice, der sich um Treppenreinigung und solche Sachen kümmert. Die Kaltmiete beträgt 360€ monatlich. Die Nebenkosten belaufen sich im Moment auf 72€. Die Heiz/Stromkosten, fallen je nach Verbrauch mit den Stadtwerken aus. Ich zahle im Moment 104€ in Monat Strom/Heizung. Die Wohnung liegt in Münster-Nienberge in einem Mehr-Etagen Haus und es gibt direkt vor der Tür eine Bushaltestelle Richtung Innenstadt. Ein weitere Bus Richtung Innenstadt fährt auch aus Nienberge los. Es gibt einen Edeka und einen K&K in der Nähe und auch Ärzte und eine Apotheke sind im kleinen Ort vorhanden. Es wird eine Besichtigungsrunde geben am Freitag (10.5.) zwischen 16 und 17:30 Uhr. Wenn Sie Interesse an der Wohnung haben, dann schreiben Sie mir doch eine Nachricht in der Sie sich etwas beschreiben (Beruf, Einkommen, etc,) und wir vereinbaren einen Termin zur Besichtigung. Zu dem Termin bitte einen ausgefüllten Selbstauskunfsbogen mitbringen",,,,,,,May19,409.0282,3.0
178,Nordrhein_Westfalen,151.05,,,,False,True,6,5.04,,539.0,,113393302,,district_heating,True,Nordrhein_Westfalen,False,,387.95,4-6,27.95,Münster,,,,Dorpatweg,Dorpatweg,True,2,other,48159,1.0,14.93,,,1,False,1,Münster,Uppenberg,"Bei dieser ansprechenden Immobilie handelt es sich um mehrere Studentenapartments, die zum 01.10.2019 bezogen werden können. Durch einen Fahrstuhl gelangen Sie bequem ins entsprechende Stockwerk und die Immobilie ist barrierefrei zugänglich. Auf dem Balkon lässt es sich wunderbar vom Alltag erholen. Zur Verfügung steht Ihnen außerdem eine Einbauküche. In den Obergeschossen des Gebäudes befinden sich die 138 attraktiven 1-Zimmer-Wohnungen, alle mit großen Balkonen ausgestattet.",Das Zimmer ist mit Parkettboden und einer Einbauküche ausgestattet. Im Badezimmer haben Sie neben einem großen Wandspiegel eine geräumige bodentiefe Dusche.,,,,,,Oct19,300.851005,3.0
179,Nordrhein_Westfalen,210.0,central_heating,ONE_YEAR_FREE,,False,True,6,4.92,40.0,930.0,1969.0,113370874,,oil,False,Nordrhein_Westfalen,True,2.0,720.0,,82.0,Münster,first_time_use_after_refurbishment,normal,no,no_information,,False,5,ground_floor,48165,3.0,,0.0,2.0,3,False,4,Münster,Hiltrup_Mitte,"Diese sehr gut geschnittene und helle Wohnung mit  Südbalkon liegt östlich vom Hiltruper Krankenhaus und ist mit dem Bus sehr gut an Marktallee und Innenstadt angebunden. Bad, Gäste-WC und einige Böden werden vor Einzug erneuert und die Wände aller Räume weiß gestrichen! Die Fotos sind von einer baugleichen Wohnung im Objekt. Der Energieausweis ist in Bearbeitung.",* Südbalkon * Parkettboden im Wohnzimmer * Designböden in den Schlafräumen und im Flur * Bad mit Wanne und Dusche * Jalousien * Kabelfernsehen * Keller,,,,,,Oct19,882.6397999999999,3.0
180,Nordrhein_Westfalen,70.0,floor_heating,ONE_YEAR_FREE,,False,True,3,4.25,40.0,805.0,1982.0,115488725,,gas,False,Nordrhein_Westfalen,True,4.0,735.0,,70.0,Münster,first_time_use_after_refurbishment,sophisticated,,no_information,,False,5,half_basement,48159,2.0,,,,2,False,3,Münster,Kinderhaus_Ost,"amarc21 exklusiv! Erstbezug nach Sanierung Zur Vermietung steht hier eine 2-ZKB Souterrain-Wohnung mit großzügigem Freisitz zur Westseite in ruhiger Lage innerhalb eines Zweifamilienhauses. Die Wohnung wird aktuell saniert und auf einen gehobenen Wohnstandart gebracht. Die Sanierungsarbeiten werden im Februar abgeschlossen sein, so dass eine Vermietung zum 01.03.2020 möglich ist. Der Grundriss gestaltet sich wie folgt: Wohnzimmer mit Kamin, separate Küche, Schlafzimmer, Bad mit Dusche und einen Außensitz zur Westseite. Eine Küche muss vom Mieter mitgebracht werden. Ebenfalls vermietet wird die 4-ZKB-WC Wohnung im Erdgeschoss. Es besteht also auch die Möglichkeit das Haus komplett zu mieten. Mieterselbstauskunft und Schufa sind Voraussetzung. Energieausweis ist beauftragt und liegt zur Besichtigung vor.",,,,,,,Feb20,753.473,3.0
181,Nordrhein_Westfalen,320.0,central_heating,ONE_YEAR_FREE,,False,True,18,4.88,40.0,1662.0,2004.0,114216219,,gas,True,Nordrhein_Westfalen,True,6.0,1342.0,75,122.0,Münster,mint_condition,,no,Weseler Stra&szlig;e,Weseler_Straße,True,7,apartment,48151,4.0,49.0,4.0,4.0,4,False,6,Münster,Josefsviertel,"Besonderes Highlight ist, dass sich die Wohnung über zwei Ebenen erstreckt.  Im 4. OG befindet sich der Eingangs- und Ess- Wohnbereich. Sie gelangen von der Küche oder auch vom Wohnzimmer aus, auf einen großen Balkon, auf dem Sie den herrlichen Blick über Münster genießen können.   Über eine Wendeltreppe im Wohnbereich gelangen Sie in das 4. OG, indem sich die Schlafzimmer und ein großzügiges Badezimmer befinden. Auch hier haben Sie Frischluftgarantie auf einer Loggia die Sie über das Schlafzimmer erreichen.","Das Wohnzimmer, und die Schlafzimmer sind mit einem Laminatboden ausgestattet. Die Küche, die Diele und das Badezimmer sind mit schlichten grauen Fliesen ausgelegt.",160.0,NO_INFORMATION,,,,Feb20,1313.1958,6.0
182,Nordrhein_Westfalen,105.0,district_heating,ONE_YEAR_FREE,,False,True,12,6.02,40.0,561.0,2013.0,82155080,1.0,gas,True,Nordrhein_Westfalen,False,8.0,433.0,2,31.0,Münster,mint_condition,sophisticated,no,Lehmkamp,Lehmkamp,True,3,apartment,48161,1.0,45.0,2.0,3.0,1,False,1,Münster,Gievenbeck,"Das Objekt Haus Caledonia wurde 2012 / 2013 in MS-Gievenbeck neu gebaut in Postmoderner gehobener Ausstattung in 2 Baukörper, Haus Caledonia I am Lehmkamp2 und Hs. Caledonia II an der Dieckmannstraße 110, verbunden durch eine Tiefgarage mit direkten Zugang zum jeweiligen Haus. Das Objekt wurde in KFW 40 Bauweise mit kontrollierter Wohnraumbelüftg. errichtet = geringe Heizkosten! Hinter dem Hause ist eine schöne, großzügige geplegte Grünanlage mit einem seitlich gebauten Fahrradhaus für die in MS üblicherweise ge- nutzten Fahrräder.","Neubauwohnung in gehobener Ausstattung Bodentiefe Fensterfront, 3-fach Wärmeschutzglas, elektr. zu verstellende Rollos, Einbauküche, großzügiges Duschbad, Holzstrukturfußboden, Einbruchsichere Wohnungseingangstür m. Türspion / Sicherheitsbeschlag Whg. über Aufzug erreichbar, heller, ansprechender Eingangsbe- reich, Treppenhausflure in Granit-Belag, farbig gestaltet",50.0,,2013.0,,,May19,333.6809,6.0
185,Nordrhein_Westfalen,200.0,central_heating,ONE_YEAR_FREE,,False,True,12,4.52,40.0,1400.0,1960.0,113666134,,gas,True,Nordrhein_Westfalen,True,2.0,1200.0,,94.0,Münster,well_kept,,no,no_information,,False,7,apartment,48149,3.0,80.4,2.0,3.0,3,False,4,Münster,Schloßbezirk,"Großzügige 3 Zimmer-Wohnung mit Wohnküche, Einbauküche inklusive, Die Wohnung befindet sich im 2. Obergeschoss eines Mehrfamilienhauses mit nur 8 Parteien. Die Wohnung verfügt über 2 Schlafzimmer, ein Wohnraum mit Zugang zum großen Balkon, eine Wohnküche, auch von hier gelangen Sie auf den Balkon sowie ein Wannenbad (innenliegend). Die Wohnung ist in den Wohn- und Schlafbereichen mit Parkett ausgelegt, die Fenster verfügen über Rollladen, elektrisch betrieben. Die Treppenhausreinigung wird erledigt, ein separater Kellerraum, Wasch- und Trockenkeller sowie ein Fahrradkeller stehen zur allgemeinen Verfügung. Ein Stellplatz oder eine Garage kann bei Bedarf angemietet werden. Zur ersten Kontaktaufnahme nutzen Sie bitte das Kontaktformular, oder senden uns eine e.mail, mit einer kurzen Vorstellung Ihrer Person. Haushalte mit mehr als 3 Personen sowie Wohngemeinschaften, können aufgrund der vorhandenen Räumlichkeiten bei diesem Angebot leider nicht berücksichtigt werden.","Das Haus wurde in 2015 kpl. energetisch saniert, inkl. Fenster, Fassade, Heizungsanlage, und Balkonsanierung. # Parkettböden # Wannenbad # Wohnküche inkl. EBK # elektrische Rollläden # kleine Hausgemeinschaft",,NO_INFORMATION,2015.0,,,Oct19,1011.8066,0.0
186,Nordrhein_Westfalen,250.0,central_heating,ONE_YEAR_FREE,,False,True,7,3.37,40.0,1540.0,1908.0,82667288,,gas,True,Nordrhein_Westfalen,True,1.0,1290.0,20,98.0,Münster,first_time_use_after_refurbishment,luxury,no,Grevener Strasse,Grevener_Strasse,False,7,apartment,48149,3.0,,1.0,3.0,3,False,4,Münster,Neutor,"3- Zimmer Altbauwohnung, Einbauküche, Balkon, Erstbezug nach Sanierung, Wohnen in direkter Nähe zum Schloss und Uni","Die Wohnung befindet sich im 1. Obergeschoss eines ruhigen Mehrfamilienhaus und verfügt über einen großzügigen Wohn/Ess-Bereich mit offener neuer Einbauküche, Tageslicht-Bad + Gäste-WC, Eichenparkett in allen Räumen, Moderne Fliesen im Bad, Gas-Zentralheizung, großer Balkon, Erstbezug nach Sanierung",,,2019.0,,,Feb20,1054.8622,3.0
